Area,Indicator,Source,Year,Value,obs_status.label
World: High income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2018-01-01,35.1,Unknown
World: High income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2017-01-01,34.7,Unknown
World: High income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2016-01-01,34.3,Unknown
World: High income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2015-01-01,33.8,Unknown
World: High income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2014-01-01,33.3,Unknown
World: High income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2013-01-01,33.2,Unknown
Africa,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2021-01-01,30.0,Unknown
Africa,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2020-01-01,29.7,Unknown
Africa,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2019-01-01,27.7,Unknown
Africa,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2018-01-01,26.3,Unknown
Africa,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2017-01-01,25.8,Unknown
Africa,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2016-01-01,24.1,Unknown
Africa,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2015-01-01,22.6,Unknown
Africa,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2014-01-01,21.8,Unknown
Africa,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2013-01-01,20.9,Unknown
Americas,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2021-01-01,39.0,Unknown
Americas,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2020-01-01,38.4,Unknown
Americas,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2019-01-01,38.3,Unknown
Americas,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2018-01-01,38.2,Unknown
Americas,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2017-01-01,37.9,Unknown
Americas,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2016-01-01,37.5,Unknown
Americas,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2015-01-01,37.3,Unknown
Americas,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2014-01-01,36.7,Unknown
Americas,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2013-01-01,36.8,Unknown
Arab States,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2021-01-01,14.8,Unknown
Arab States,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2020-01-01,15.5,Unknown
Arab States,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2019-01-01,13.9,Unknown
Arab States,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2018-01-01,13.4,Unknown
Arab States,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2017-01-01,12.4,Unknown
Arab States,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2016-01-01,13.2,Unknown
Arab States,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2015-01-01,12.6,Unknown
Arab States,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2014-01-01,12.1,Unknown
Arab States,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2013-01-01,11.6,Unknown
Asia and the Pacific,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2021-01-01,21.2,Unknown
Asia and the Pacific,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2020-01-01,21.4,Unknown
Asia and the Pacific,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2019-01-01,21.1,Unknown
Asia and the Pacific,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2018-01-01,21.4,Unknown
Asia and the Pacific,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2017-01-01,21.1,Unknown
Asia and the Pacific,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2016-01-01,21.2,Unknown
Asia and the Pacific,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2015-01-01,21.1,Unknown
Asia and the Pacific,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2014-01-01,21.2,Unknown
Asia and the Pacific,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2013-01-01,20.9,Unknown
Europe and Central Asia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2021-01-01,36.2,Unknown
Europe and Central Asia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2020-01-01,36.2,Unknown
Europe and Central Asia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2019-01-01,35.6,Unknown
Europe and Central Asia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2018-01-01,34.7,Unknown
Europe and Central Asia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2017-01-01,34.5,Unknown
Europe and Central Asia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2016-01-01,34.8,Unknown
Europe and Central Asia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2015-01-01,34.1,Unknown
Europe and Central Asia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2014-01-01,33.8,Unknown
Europe and Central Asia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2013-01-01,34.0,Unknown
Yemen,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,4.1,Break in series
Zambia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,43.3,Unknown
Zambia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,45.9,Unknown
Zambia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,35.2,Unknown
Zambia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,40.4,Break in series
Zambia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,32.6,Break in series
Zimbabwe,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,34.0,Unknown
Zimbabwe,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,33.7,Break in series
Zimbabwe,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,27.6,Unknown
