country,gender,education_level,marital_status,year,employee_count_thousands
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2018,4.808
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2018,23.094
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Single,2018,3.752
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Married,2018,6.026
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Union / Cohabiting,2018,0.211
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Widowed,2018,0.214
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2018,2.039
Bolivia,Female,(ISCED-11): 8. Doctoral or equivalent level,Single,2018,0.158
Bolivia,Female,(ISCED-11): 8. Doctoral or equivalent level,Married,2018,0.29
Bolivia,Female,(ISCED-11): 8. Doctoral or equivalent level,Divorced or legally separated,2018,0.464
Bolivia,Female,(ISCED-11): 9. Not elsewhere classified,Single,2018,1.612
Bolivia,Female,(ISCED-11): 9. Not elsewhere classified,Married,2018,1.367
Bolivia,Female,(ISCED-11): 9. Not elsewhere classified,Union / Cohabiting,2018,1.372
Bolivia,Female,(ISCED-11): 9. Not elsewhere classified,Divorced or legally separated,2018,0.398
Bolivia,Male,(ISCED-11): X. No schooling,Single,2017,0.961
Bolivia,Male,(ISCED-11): X. No schooling,Married,2017,1.528
Bolivia,Male,(ISCED-11): X. No schooling,Union / Cohabiting,2017,1.366
Bolivia,Male,(ISCED-11): 0. Early childhood education,Single,2017,16.528
Bolivia,Male,(ISCED-11): 0. Early childhood education,Married,2017,37.452
Bolivia,Male,(ISCED-11): 0. Early childhood education,Union / Cohabiting,2017,43.395
Bolivia,Male,(ISCED-11): 0. Early childhood education,Widowed,2017,1.029
Bolivia,Male,(ISCED-11): 0. Early childhood education,Divorced or legally separated,2017,4.585
Bolivia,Male,(ISCED-11): 1. Primary education,Single,2017,10.407
Bolivia,Male,(ISCED-11): 1. Primary education,Married,2017,25.043
Bolivia,Male,(ISCED-11): 1. Primary education,Union / Cohabiting,2017,21.414
Bolivia,Male,(ISCED-11): 1. Primary education,Widowed,2017,1.612
Bolivia,Male,(ISCED-11): 1. Primary education,Divorced or legally separated,2017,1.501
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Single,2017,52.708
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Married,2017,41.393
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Union / Cohabiting,2017,51.632
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Widowed,2017,1.012
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2017,5.325
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Single,2017,101.063
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Married,2017,94.016
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Union / Cohabiting,2017,79.421
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Widowed,2017,1.203
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2017,6.998
Bolivia,Male,(ISCED-11): 4. Post-secondary non-tertiary education,Single,2017,4.158
Bolivia,Male,(ISCED-11): 4. Post-secondary non-tertiary education,Married,2017,17.849
Bolivia,Male,(ISCED-11): 4. Post-secondary non-tertiary education,Union / Cohabiting,2017,4.472
Bolivia,Male,(ISCED-11): 4. Post-secondary non-tertiary education,Widowed,2017,0.138
Bolivia,Male,(ISCED-11): 4. Post-secondary non-tertiary education,Divorced or legally separated,2017,0.705
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Single,2017,28.284
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Married,2017,38.524
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Union / Cohabiting,2017,18.832
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2017,0.333
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2017,3.449
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2017,48.689
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Married,2017,106.131
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Union / Cohabiting,2017,25.676
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2017,1.28
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2017,6.182
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Single,2017,2.335
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Married,2017,11.515
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Union / Cohabiting,2017,1.301
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2017,0.739
Bolivia,Male,(ISCED-11): 8. Doctoral or equivalent level,Married,2017,1.988
Bolivia,Male,(ISCED-11): 9. Not elsewhere classified,Single,2017,1.202
Bolivia,Male,(ISCED-11): 9. Not elsewhere classified,Married,2017,0.255
Bolivia,Male,(ISCED-11): 9. Not elsewhere classified,Union / Cohabiting,2017,0.411
Bolivia,Female,(ISCED-11): X. No schooling,Single,2017,1.307
Bolivia,Female,(ISCED-11): X. No schooling,Married,2017,3.113
Bolivia,Female,(ISCED-11): X. No schooling,Union / Cohabiting,2017,1.783
Bolivia,Female,(ISCED-11): X. No schooling,Widowed,2017,1.708
Bolivia,Female,(ISCED-11): X. No schooling,Divorced or legally separated,2017,1.332
Bolivia,Female,(ISCED-11): 0. Early childhood education,Single,2017,11.841
Bolivia,Female,(ISCED-11): 0. Early childhood education,Married,2017,15.97
Bolivia,Female,(ISCED-11): 0. Early childhood education,Union / Cohabiting,2017,19.496
Bolivia,Female,(ISCED-11): 0. Early childhood education,Widowed,2017,3.823
Bolivia,Female,(ISCED-11): 0. Early childhood education,Divorced or legally separated,2017,11.409
Bolivia,Female,(ISCED-11): 1. Primary education,Single,2017,6.433
Bolivia,Female,(ISCED-11): 1. Primary education,Married,2017,6.902
Bolivia,Female,(ISCED-11): 1. Primary education,Union / Cohabiting,2017,5.988
Bolivia,Female,(ISCED-11): 1. Primary education,Widowed,2017,1.697
Bolivia,Female,(ISCED-11): 1. Primary education,Divorced or legally separated,2017,4.531
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Single,2017,29.305
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Married,2017,11.363
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Union / Cohabiting,2017,17.513
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Widowed,2017,2.472
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2017,9.119
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Single,2017,73.121
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Married,2017,34.455
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Union / Cohabiting,2017,30.141
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Widowed,2017,2.172
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2017,19.602
Bolivia,Female,(ISCED-11): 4. Post-secondary non-tertiary education,Single,2017,1.168
Bolivia,Female,(ISCED-11): 4. Post-secondary non-tertiary education,Married,2017,0.882
Bolivia,Female,(ISCED-11): 4. Post-secondary non-tertiary education,Union / Cohabiting,2017,0.506
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Single,2017,31.246
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Married,2017,22.694
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Union / Cohabiting,2017,13.657
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2017,1.439
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2017,12.569
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Single,2017,70.876
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Married,2017,88.429
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Union / Cohabiting,2017,21.646
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2017,4.951
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2017,20.512
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Single,2017,3.258
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Married,2017,4.533
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Union / Cohabiting,2017,0.227
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Widowed,2017,0.224
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2017,1.515
Bolivia,Female,(ISCED-11): 8. Doctoral or equivalent level,Single,2017,0.234
Bolivia,Female,(ISCED-11): 8. Doctoral or equivalent level,Married,2017,0.925
Bolivia,Female,(ISCED-11): 9. Not elsewhere classified,Single,2017,0.61
Bolivia,Male,(ISCED-11): X. No schooling,Single,2016,0.864
Bolivia,Male,(ISCED-11): X. No schooling,Married,2016,2.236
Bolivia,Male,(ISCED-11): X. No schooling,Union / Cohabiting,2016,1.287
Bolivia,Male,(ISCED-11): X. No schooling,Widowed,2016,0.452
Bolivia,Male,(ISCED-11): 0. Early childhood education,Single,2016,15.054
Bolivia,Male,(ISCED-11): 0. Early childhood education,Married,2016,33.522
Bolivia,Male,(ISCED-11): 0. Early childhood education,Union / Cohabiting,2016,33.767
Bolivia,Male,(ISCED-11): 0. Early childhood education,Widowed,2016,1.844
Bolivia,Male,(ISCED-11): 0. Early childhood education,Divorced or legally separated,2016,3.7
Bolivia,Male,(ISCED-11): 1. Primary education,Single,2016,8.389
Bolivia,Male,(ISCED-11): 1. Primary education,Married,2016,19.852
Bolivia,Male,(ISCED-11): 1. Primary education,Union / Cohabiting,2016,15.954
Bolivia,Male,(ISCED-11): 1. Primary education,Widowed,2016,1.304
Bolivia,Male,(ISCED-11): 1. Primary education,Divorced or legally separated,2016,1.07
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Single,2016,50.018
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Married,2016,39.905
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Union / Cohabiting,2016,45.838
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Widowed,2016,0.98
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2016,3.464
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Single,2016,97.625
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Married,2016,93.221
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Union / Cohabiting,2016,68.578
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Widowed,2016,1.768
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2016,6.924
Bolivia,Male,(ISCED-11): 4. Post-secondary non-tertiary education,Single,2016,3.859
Bolivia,Male,(ISCED-11): 4. Post-secondary non-tertiary education,Married,2016,17.792
Bolivia,Male,(ISCED-11): 4. Post-secondary non-tertiary education,Union / Cohabiting,2016,3.36
Bolivia,Male,(ISCED-11): 4. Post-secondary non-tertiary education,Divorced or legally separated,2016,1.005
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Single,2016,20.743
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Married,2016,30.994
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Union / Cohabiting,2016,13.724
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2016,0.403
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2016,1.889
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2016,45.77
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Married,2016,103.946
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Union / Cohabiting,2016,23.035
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2016,1.188
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2016,8.807
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Single,2016,1.884
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Married,2016,9.137
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Union / Cohabiting,2016,1.216
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2016,0.633
Bolivia,Male,(ISCED-11): 8. Doctoral or equivalent level,Single,2016,0.119
Bolivia,Male,(ISCED-11): 8. Doctoral or equivalent level,Married,2016,1.754
Bolivia,Male,(ISCED-11): 9. Not elsewhere classified,Single,2016,0.988
Bolivia,Male,(ISCED-11): 9. Not elsewhere classified,Married,2016,0.218
Bolivia,Male,(ISCED-11): 9. Not elsewhere classified,Union / Cohabiting,2016,0.173
Bolivia,Female,(ISCED-11): X. No schooling,Single,2016,1.795
Bolivia,Female,(ISCED-11): X. No schooling,Married,2016,1.901
Bolivia,Female,(ISCED-11): X. No schooling,Union / Cohabiting,2016,1.441
Bolivia,Female,(ISCED-11): X. No schooling,Widowed,2016,1.238
Bolivia,Female,(ISCED-11): X. No schooling,Divorced or legally separated,2016,1.695
Bolivia,Female,(ISCED-11): 0. Early childhood education,Single,2016,12.708
Bolivia,Female,(ISCED-11): 0. Early childhood education,Married,2016,18.739
Bolivia,Female,(ISCED-11): 0. Early childhood education,Union / Cohabiting,2016,20.123
Bolivia,Female,(ISCED-11): 0. Early childhood education,Widowed,2016,4.028
Bolivia,Female,(ISCED-11): 0. Early childhood education,Divorced or legally separated,2016,9.777
Bolivia,Female,(ISCED-11): 1. Primary education,Single,2016,6.679
Bolivia,Female,(ISCED-11): 1. Primary education,Married,2016,7.371
Bolivia,Female,(ISCED-11): 1. Primary education,Union / Cohabiting,2016,7.09
Bolivia,Female,(ISCED-11): 1. Primary education,Widowed,2016,2.386
Bolivia,Female,(ISCED-11): 1. Primary education,Divorced or legally separated,2016,4.812
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Single,2016,33.974
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Married,2016,11.801
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Union / Cohabiting,2016,21.321
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Widowed,2016,1.44
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2016,8.594
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Single,2016,77.358
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Married,2016,41.835
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Union / Cohabiting,2016,31.781
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Widowed,2016,3.393
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2016,15.802
Bolivia,Female,(ISCED-11): 4. Post-secondary non-tertiary education,Single,2016,1.208
Bolivia,Female,(ISCED-11): 4. Post-secondary non-tertiary education,Married,2016,1.036
Bolivia,Female,(ISCED-11): 4. Post-secondary non-tertiary education,Union / Cohabiting,2016,0.411
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Single,2016,25.084
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Married,2016,21.094
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Union / Cohabiting,2016,9.012
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2016,0.893
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2016,7.37
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Single,2016,70.229
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Married,2016,79.297
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Union / Cohabiting,2016,17.568
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2016,3.292
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2016,20.922
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Single,2016,2.174
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Married,2016,3.857
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Union / Cohabiting,2016,0.098
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2016,1.178
Bolivia,Female,(ISCED-11): 8. Doctoral or equivalent level,Single,2016,0.318
Bolivia,Female,(ISCED-11): 8. Doctoral or equivalent level,Married,2016,0.461
Bolivia,Female,(ISCED-11): 9. Not elsewhere classified,Single,2016,0.41
Bolivia,Male,(ISCED-11): X. No schooling,Single,2020,3.374
Bolivia,Male,(ISCED-11): X. No schooling,Married,2020,1.572
Bolivia,Male,(ISCED-11): X. No schooling,Union / Cohabiting,2020,2.38
Bolivia,Male,(ISCED-11): 0. Early childhood education,Single,2020,9.131
Bolivia,Male,(ISCED-11): 0. Early childhood education,Married,2020,41.811
Bolivia,Male,(ISCED-11): 0. Early childhood education,Union / Cohabiting,2020,32.51
Bolivia,Male,(ISCED-11): 0. Early childhood education,Widowed,2020,5.957
Bolivia,Male,(ISCED-11): 0. Early childhood education,Divorced or legally separated,2020,5.471
Bolivia,Male,(ISCED-11): 1. Primary education,Single,2020,11.594
Bolivia,Male,(ISCED-11): 1. Primary education,Married,2020,11.182
Bolivia,Male,(ISCED-11): 1. Primary education,Union / Cohabiting,2020,12.144
Bolivia,Male,(ISCED-11): 1. Primary education,Divorced or legally separated,2020,1.353
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Single,2020,68.291
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Married,2020,40.199
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Union / Cohabiting,2020,54.476
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Widowed,2020,1.64
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2020,7.207
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Single,2020,156.037
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Married,2020,139.791
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Union / Cohabiting,2020,103.386
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Widowed,2020,2.411
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2020,13.27
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2020,65.248
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Married,2020,154.116
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Union / Cohabiting,2020,33.49
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2020,4.775
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2020,18.335
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Single,2020,2.468
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Married,2020,4.856
