"ref_area.label","indicator.label","source.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Indonesia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Labour Force Survey","2017",27.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Labour Force Survey","2016",44.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Labour Force Survey","2015",22.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Labour Force Survey","2014",23.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Labour Force Survey","2013",21.6,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Isle of Man","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","PC - Population Census","2016",38.3,,,,"Population coverage: Nationals, residents | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 65 for men and 63 for women"
"India","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Periodic Labour Force Survey","2022",15.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"India","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Periodic Labour Force Survey","2021",16.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"India","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Periodic Labour Force Survey","2020",17.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"India","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Periodic Labour Force Survey","2019",16.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"India","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Periodic Labour Force Survey","2018",14.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2022",38.2,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2021",38,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Ireland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2020",36.3,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2019",35.3,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2018",36,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2017",36.2,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Ireland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2016",36.2,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2015",34.6,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2014",33.7,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2013",33.3,,,,"Repository: Eurostat special tabulation"
"Iran, Islamic Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2022",18.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",19,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",18,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",18.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",20.5,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",19.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",17.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",16.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",18.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",15.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iraq","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",15,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iceland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2022",39.6,,,,"Repository: Eurostat special tabulation"
"Iceland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2021",37.6,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Iceland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2020",38.6,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Iceland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2019",41.9,,,,"Repository: Eurostat special tabulation"
"Iceland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2018",41.5,,,,"Repository: Eurostat special tabulation"
"Iceland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2017",32.4,,,,"Repository: Eurostat special tabulation"
"Iceland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2016",34.2,,,,"Repository: Eurostat special tabulation"
"Iceland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2015",38.2,,,,"Repository: Eurostat special tabulation"
"Iceland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2014",37.2,,,,"Repository: Eurostat special tabulation"
"Iceland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2013",37.6,,,,"Repository: Eurostat special tabulation"
"Israel","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2022",31.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Israel","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",29,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Israel","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",28,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Israel","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",30.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Israel","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",33.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Israel","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",34.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Israel","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",34.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Israel","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",32.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Israel","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",32.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Israel","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",32.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Italy","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2022",27.9,,,,"Repository: Eurostat special tabulation"
"Italy","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2021",28.6,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Italy","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2020",27.3,,,,"Repository: Eurostat special tabulation"
"Italy","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2019",27.8,,,,"Repository: Eurostat special tabulation"
"Italy","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2018",27,,,,"Repository: Eurostat special tabulation"
"Italy","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2017",27.5,,,,"Repository: Eurostat special tabulation"
"Italy","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2016",27.7,,,,"Repository: Eurostat special tabulation"
"Italy","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2015",26.6,,,,"Repository: Eurostat special tabulation"
"Italy","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2014",26.6,,,,"Repository: Eurostat special tabulation"
"Italy","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2013",27,,,,"Repository: Eurostat special tabulation"
"Jamaica","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",59.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",56.7,,,,"Employment definition: Excluding own-use production workers | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
"Jamaica","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",63.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",64,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Employment and Unemployment Survey","2021",57.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Employment and Unemployment Survey","2020",60.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Employment and Unemployment Survey","2019",62,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Employment and Unemployment Survey","2018",58.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Employment and Unemployment Survey","2017",63.3,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Japan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2022",12.9,,,,
"Japan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",13.2,,,,
"Japan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",13.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",14.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
